priority	id	text	source	keyword_cat	ws_label	gpt_label	llama_label	tier	majority_label	human_label
16842	22314	الغباء الفكري الذي لايوصف في تويته.	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16843	22315	القوات المسلحة والقوات المشتركة والمستنفرين يدحرون هجوما انتحاريا للمليشيا الارها_بية ويدمرون عشرات المركبات ويستلمون عربات قتالية ويقت_لون العشرات وعددا كبيرا من القادة المرتزقة ويطاردون الفلول الهاربة مؤكدين صمود الفاشر جيشا وشعبا الفاشر ١٢ سبتمبر ٢٠٢٤م	war_corpus	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16844	22318	مليشيا الدعم السريع المتمردة الارهابية لازالت مستمرة في قصفها العشوائي للاسواق والاحياء السكنية التي يتواجد فيها المواطنين الابرياء، حيث قامت صباح اليوم بقصف عشوائي على سوق الرحمة ٢ في منطقة القمائر بامدرمان مما ادى الى مقتل خمسة مواطنين من بينهم سيدة	war_corpus	hate_political	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
16845	22319	هي ي جنجويد لقيتو المعامله كيف الليله	war_corpus	hate_tribal	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16846	22323	تويتر عبارة عن شكلات الناس في البيشربوها. مين محتاج بيرة وويسكي بينما عندنا نص السنة بنتشاكل في القهوة والشاي بي اللبن والنص التاني في الابري والكركدي؟	old_twitter	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16847	22324	و تجرحنا العيون البشبهن عينيك	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16848	22328	يا جماعة في زول مصور الاعلان بتاع مارسيلو	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16849	22329	اعظم الصدقات عند الله جبر الخواطر شكرا حمدوك. كتب احد العاملين في مجلس الوزراء لمن انتهينا من شغل استقبال الرئيس الألماني لمكتب السيد رئيس الوزراء د. عبدالله حمدوك رئيس الوزراء اصر علي ان يشكر كل العاملين من نساء ورجال علي انجاح وترتيب اليوم ..فكان الرئيس مصرا علي مقابلة	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16850	22331	تم_جغم م يسمي_بالمقاومة الشعبية واستلام عرباتهم وسلاحهم معركة_عودة_الفلول الكيزان واتباعهم العملاء وكلاء الاستعمار قطييع دولة 56 جاهزية سرعة حسم بل جغم يجري الان	war_corpus	hate_political	OFFENSIVE	HATE	HATE	2	HATE	
16851	22332	هاااا نحن ذاا على دروب كنزنا	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16852	22333	قروب لتحفيظ القران نقطة واضيفك اللي عايزة ترسل لي بنات بس	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16853	22336	عايز لي حل للنزلة دي ياخ طلعت روحي عديل	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
16854	22339	و انا في المواصلات يا رب لو غاشيني و بلعب بي اديني اشارة	war_corpus	profanity	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16855	22342	تقوى فِي دي معَاك حَق	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16856	22343	الحمدلله رب العالمين الرحمن الرحيممالك يوم الديناياك نعبد واياك نستعيناهدنا الصراط المستقيمصراط اللذين انعمت عليهم غير المغضوب عليهم ولا الضالين.	old_telegram	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16857	22344	#اعتصام_القياده_العامه #مدن_السودان_تنتفض لن ننسي ولن نغفر هؤلاء الصعاليك الذين سرقوا اموال الشعب السوداني الاصيل واصبحوا يتفرجون علي معاناتة ويصبون عليها الزيت بتصريحاتهم المستفزة	old_twitter	revolution_terms	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16858	22349	لالا نهائي ما كلام تويتر ياخ معقول	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
16859	22350	إن مشكلاتنا الأساسية تتمحور في هذه العقلية التي لا تعترف إلا برأيها وما أوصل بلادنا إلى هذا المنحدر إلا هم بعقليتهم الاقصائية والتناقضات اللامنطقية بين الطوارئ والحريات والحوار والانتخابات التي يزايدون عليها ولا أدري لماذا يهتمون من بالخارج أوليستم من ساهمتم بتهجريهم قصرا أو طوعا	old_twitter	violence_incitement	HATE	HATE	OFFENSIVE	2	HATE	
16860	22351	لو متاكد وخالي تماما من الشكوك ما مفروض دمك يفور ولا يفرق معاك ادعي ليه بالهداية وقوم شوف كوشتينتك بي وين	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16861	22352	بلوك عديل طيب خلاص خليها مره مره الكوره دي طيب مااديك حسابي تصفر بيهو مره وحده	old_twitter	threats	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16862	22353	عبدالله ي خالتي أصبري جاييك ف الكلام	old_telegram	hate_tribal	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16863	22354	"لا يعود شيءٌ يخيف إنْ صرناه زياد الرحباني	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16864	22355	#شفت كيف موتك جميل! بدل أب لواحد بقيتني أب لجيل." (والد الشهيد عبد الرحمن الصادق) #لم_تسقط_بعد #تسقط_بس	old_twitter	hate_tribal	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16865	22356	الجمله البقت مصاحبه اي زولا يلاقيني ..بعد السلام (انت لسه قاعد في البلد دي)... مقعداني نقتكم دي	old_twitter	humanitarian	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16866	22359	حرام عليك ياخ، الفكرة مافي الكلام الموزون الزول دا من كلامه واضح إنه زول جادي وزول شغل. الحاجات بتحتاج زمن الناس تصبر شوية بس ما تسرح كمان في الصبر	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16867	22360	خلتو ميسم عندي و لقيتك مشيتي	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16868	22364	رئيس مجلس السيادة السوداني سيادة الفريق اول ركن عبد الفتاح البرهان يصل الصين	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16869	22366	اشكي واحكي شنو ياتو حرف في كلمة شغل ما قدرت تفهموا لو انت بتشتغل فوتوشوب اجدع ال هنا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16870	22369	الجميلات هنَّ الطويلاتُ "خالات نخل السماء" الجميلات هنَّ القصيراتُ "يُشرَبْنَ في كأس ماء" #درويش	old_twitter	threats	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16871	22370	لالا خلاص الليلة حاطلق العنان	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16872	22371	#تسقط_بس #اعتصام_القياده_العامه لذلك ترسل اللجان الالكترونية والإعلام العربي الفاسد رسائل غاية في السوء لشعوب المنطقة بأن أي خروج على السائد المُستبد مصيره الدمار والخراب والحروب والقتل هذا هو حقيقة واقعنا في المنطقة ويساعد المُستبدين بذلك تجار الدين ووعاظ السلاطين	old_twitter	violence_reporting	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16873	22372	ست الصورة اسمها برو بت ابوك بتستقبل الناس البمشو مصر تهريب بي قروش ودهب وعاملة مكتب بتاع تحاويل مالية عشان تضاري بيه شغلها العفن ساكنة السيل الشيخ هارون قصاد المستشفى العام مدخل الجامع عاملة جمبة بتاعت شاي كرم للاشاوذبتطلع الشغل الساعه ١١ ص بترجع اخر الليل بتقعد كتير في الكرنيش	war_corpus	threats	OFFENSIVE	OFFENSIVE	NEUTRAL	2	OFFENSIVE	
16874	22373	التحرش دا موضوع بتناقش و بتفتح كتير ما لأنه الناس قاطعة موضوع ، لأنه حاجة حقيقية و موجودة و متكررة و كل فترة زولة بتصل مرحلة انها تتكلم..	old_twitter	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16875	22374	كبسولة 2 طيب التقدم ده وين ؟ انت متفق معاي في الخونة داخل وخارج القوات المسلحة ؟ ايوه متفق، طيب المليشيا متمدده ولا واقفه ؟ واقفه ، تمام ابلع وارح	war_corpus	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16876	22375	وطبعا قبيل راودو الشك انو دالية بتكذب	old_telegram	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16877	22376	توقف عن إسعاد الآخرين ، أنت لست أقاشي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16878	22378	القناص المرتزق اتزنق بقا يدق ذخيرة في الجو عشان اصحابو يلحقو تابعونا على الرابط قناة التلغرام _ قناة الواتساب	war_corpus	hate_political	OFFENSIVE	OFFENSIVE	NEUTRAL	2	OFFENSIVE	
16879	22380	بابنوسة تابع كافة اخبار السودان والتغطيات اولا باول من مصادر موثوقة وبتحديثات فورية تابع قناة الاخبار على الواتساب من الرابط الخرطوم_نيوز الخرطوم_مقبرة_الجنجويد السودان	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	
16880	22385	فواز من الخلعه وقع براهو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16881	22389	هههههههه دماغ ده مين ابوي اسمه محمد	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16882	22390	قلت ليهو طيب نحنا بشر صاح ؟يعني بنغلط وبنذنب وبنعمل مرات حاجات م حلوة اقلاها الكذب سواء بارادتنا اولا	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16883	22392	البروفيسر عبدي اسماعيل سمتر عضو مجلس الاعلى للبرلمان الصومالي ، وعضو البرلمان الافريقي باديس ابابا يتكلم عن خطر الامارت و تمددها في دول افريقيا	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16884	22396	فرصك انتهت ثبت للجميع انك اضعف من أن تحقق للمواطن ما كان يرجوه لحد كده شكرا حمدوك	old_twitter	revolution_terms	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16885	22399	خشو ح تستفيدو شديد من اللايف	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16886	22400	دا وقت شبكتكم تطش فيهو؟	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16887	22407	نص ضربه حضران عصائر بيكو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16888	22412	لا انا بتعرص قريتها كدا كانها واحدة من خطاباتو	old_twitter	profanity	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16889	22413	ي مرتزقة ماف واحد يدقس يجي يسلم نفسه لي الفلول بودك لي الله مباشر هههههههه	war_corpus	profanity	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16890	22417	أنا حصل يوم قصـرت ف حقكك	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16891	22418	والله شكله عملوا لينا بفوق بس واتخدعنا	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16892	22419	لو شافني معاك بشغلا لي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16893	22420	إحتراماً لرغبة رئيس وزراء السودان عبد الله حمدوك بعدم الثناء علي جهوده الحثيثة في الإصلاح بعبارة (شكراًحمدوك نقول (حاضر حمدوك #يلّلا	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16894	22422	كبكبي برضو من الكلمات العسل جبتو الكبكبي؟	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16895	22427	و القطاع الخاص؟؟ نموت عادي؟ #شكرا_حمدوك	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16896	22428	"من هؤلاء اليوم الكثير من أبناء جيلنا يضربون في دروب الحياة المختلفة يعيشون بفكرهم خارج نطاق السودان و في حدود بعيدة" عبد الخالق محجوب	old_twitter	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16897	22429	قبيل اتعرفت على واحد مدريدي قلت ليهو فرصة سعيدة، قال لي بن زيمة حيضيعها	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16898	22432	قرب اليوم الحيكون فيهو الكوز بين خيارات: يستغفر و يتوب و يسلم نفسو لأقرب لجنة مقاومة. يحلق دقنو و شنبو و يركب السنبك و يطلب لجوء و يتدق كل يوم من السبقوهو هناك يشرب سم فئران و يطلع الكبري و ينط قربتو يا شفاتة #مدن_السودان_تنتفض	old_twitter	revolution_terms	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16899	22433	العفووو هههههههههه قلتا ليك كوره صعبه	old_twitter	profanity	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16900	22439	عايز رايك في الماركسية كفر..	old_twitter	profanity	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16901	22440	رئيس مجلس السيادة الفريق اول ركن عبدالفتاح البرهان يلتقي بالرئيس الاوكراني فلاديمير زيلنسكي	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16902	22444	أريته جانبي المظلم يا يمه أريته يا بتي	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16903	22445	علي بالدين رعدة تخليك تتذكر كل ذنوبك	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16904	22447	اول تعليق ل المليشيا على انتهاكات ولاية الجزيرة انضم للراى السودانى علي تلغرام عبر الرابط تابع قناتنا على واتساب	war_corpus	profanity	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16905	22453	عليك الله اتكلم زي ما حبوباتنا بتكلمو	old_twitter	threats	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16906	22455	الجغم المبارك تابع قناة المراسل السوداني علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابعنا في التلغرام	war_corpus	neutral_news	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16907	22458	والي النيل الابيض عمر الخليفة عبد الله يصدر قرارا بتعديل مواعيد فترة حظر التجوال داخل الولاية لتبدا من الساعة التاسعة مساء بدلا عن الثامنة وحتى الخامسة صباحا بدلا عن السادسة	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16908	22461	بالامس مسيراتنا قامت بتدمير عدد اربعة عربات قتاليه وعدد كبير من الهلكي ام قرفه سوق الجاز محمد عبد الرحمن هاشم تابع قناة السودان علي الواتساب whatsapp com channel 0029VbAeJWtElagyZ8UbnC0E تابع قناة السودان علي تلغرام	war_corpus	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16909	22463	الحاجه الملاحظاها في الزيجات البتم بعد صعوبه بسبب العنصريه في السودان النساء هم البيلتزمو و هنا قصدي النساء المن اعراق تعتبر و بيتحملو النتائج المترتبه على الزيحات دي من حرمان من ميراث و مقاطعة اهل و الخ و الرجال بيخافو.	old_twitter	random_no_keyword	NEUTRAL	HATE	HATE	2	HATE	
16910	22469	تجمع اساتذة جامعة بحري غدا الاربعاء وقفة احتجاجية امام ادارة الجامعة تضامنا مع الدكتور سعد عبدالقادر العاقب اقالة_مدير_جا تجمع اساتذة جامعة بحري غدا الاربعاء وقفة احتجاجية امام ادارة الجامعة تضامنا مع الدكتور سعد عبدالقادر العاقب اقالة_مدير_جامعة_بحري اقالة_رئيس_مجلس_الجامعة وقفة_احتجاجية	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16911	22470	الاخو في قيم اوف ثرونس بعمل شنو	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16912	22471	الكيزان ديل عملو قرار انو الرزيقات و المسيريه و بعض القبائل ما يطلعو ليهم جواز	war_corpus	hate_tribal	OFFENSIVE	HATE	HATE	2	HATE	
16913	22472	مرات بتسطل و اخش افك تويتات زي دا	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16914	22474	عبدو الطف العاقب غيداء نور الدين	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16915	22477	الكيزان لا ينامون بالثغراتالكيزان هم الثغرات	old_telegram	hate_political	OFFENSIVE	HATE	HATE	2	HATE	
16916	22480	سيكون بيتي المستقبلي خالي من الغضب الشديد، خالي من الغضب المتفجر والصراخ، ولا ابواب تغلق بقوة او تكسير للزجاج، ولا تصنيفات او تمييز، ولا تهديد او ابتزاز سيكون منزلي لطيفا، سيكون دافئا سوف احافظ على امان احبائي لا خوف ولا اذى ولا قلق	war_corpus	threats	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16917	22481	في ناس بعقد نفسها بنفسها زي السماعات	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16918	22482	تدمير 4 تناكر وقود ب بحري انضم للراى السودانى علي تلغرام عبر الرابط تابع قناتنا على واتساب	war_corpus	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16919	22483	الفريق اول ركن عبد الفتاح البرهان رئيس مجلس السيادة القائد العام للقوات المسلحة يصل معسكر قوات درع السودان بجبال الغر بالبطانة	war_corpus	hate_tribal	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16920	22484	طيب اجيك دي ام اوريك قلت شنو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
16921	22486	ايوا انتحاريين من النوع الفاخر	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16922	22488	خطاب وزير الصحة السوداني د. أكرم هو اشبه بتصريح رئيس الوزراء البريطاني بوريس جونسون عندما قال استعدو لفراق أحبائكم انها الحقيقه وللعلم وزير الصحة السوداني هو طبيب حائز علي جوائز عالميه وكان يعمل في منظمة الصحة العالمية ولكنه استخدم هذه اللهجة والشفافية لحاجة المواطن #زعتر	old_twitter	humanitarian	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16923	22489	جبدوك من شلاليفك جبدة العدو كر علي	old_twitter	hate_tribal	HATE	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16924	22494	لشراء_حسابك_المدفوع_تواصل_معنا لسنا والوحيدون ولكننا الافضل دائما بلا منازع فريق_ادارة_اعمال_الوميض_في_خدمتكم_دائما	war_corpus	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16925	22495	الثائـر لم يقــول تسقـط بـس يعـنى تسقـط كلهـا مدنيـين علـى عسكـريين الكوز وحاشيـته لم يقـولوا تسـقط بس يعـنى يسـقط المدنيـين ويشيلـوها العسـكريين وما بيــن المطلــبين بظــهر ليــك الباحـث عــن الكـرامة والعــزة والبـاحـث عن الـذل والمهـانة عشـان كدا مستحيــــل مطالـب #يتبع	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16926	22496	لحام بدفيك العمل كده منو	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16927	22499	من المؤمنين رجال صدقوا ما عاهدوا الله عليه ۖ فمنهم من قضى نحبه ومنهم من ينتظر ۖ وما بدلوا تبديلا 23 ليجزي الله الصادقين بصدقهم ويعذب المنافقين ان شاء او يتوب عليهم ۚ ان الله كان غفورا رحيما 24 نصر من الله وفتح قريب مالك_البروف	war_corpus	religious_sectarian	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16928	22505	ياخي انتو جيتو تنهبو وبعدين المواطن ما يملك سلاح تمام والكيزان ما في مدني وانت عارف هم وين لكين انت جاي لي شي ثاني	war_corpus	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16929	22506	حتى صانعين الضحكة في مجتمعنا!!.. بكونوا ضد حرية الغير ضد احلام الفرد وضد الرياضة بيسمحو لنفسهم يدخلوا في توجهات غيرهم وعندهم جملة دائماً بيرددوها.. (انتو فاهمين الحرية غلط ثورتنا دي لمن قلنا حرية كنا قاصدين حرية التعبير!!) لا بل حرية تعبيرك تتوقف عند انتهاك حقوق غيرك.	old_twitter	violence_reporting	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16930	22507	كويس ده كان على خفيف، في ناس بتقولي ليهم لأ بيطعنوكي	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16931	22514	أولاد الكيزان طلعو فما عذرك يا مواطن	old_twitter	hate_political	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16932	22515	انا على طبيعتي اضحك وامرح دايما احب الحياة احب الجنون احب العناد واحيانا يقال عني مغروره ومتكبرة لا يهم اني صديقه لمن اراد مصاقتي لا اضايق احد لا اجبر احد على البقاء معي فمن ارد البقاء على عيوني ومن ذهب تصحبه السلامه	war_corpus	humanitarian	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16933	22518	مفروض يكون كم عيشة بجنيه	old_telegram	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16934	22520	زاحمني لا تترك مجال ل غيرك يحتويني	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16935	22524	اديها اسمي بالله و خليها تجي تستلمني	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16936	22526	حجيه دا فيروس ف العالم كلو منتشر م بس عندنا واحنا من اواخر الدول اللي جاها ف شكرا حمدوك لانو حكومتك واقيانا منو	old_twitter	violence_incitement	HATE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16937	22528	كن لها شريف الفحيل تكن لك ندى راستا	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16938	22533	رسمياً فان غال محمد حسين اللمبي	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16939	22535	جغم جغم جغم في بحري الفيديوهات لاحقا	war_corpus	profanity	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16940	22537	فارس قال ليهو اي ي ابووي كويس م تشيل هم	old_telegram	dehumanizing	OFFENSIVE	NEUTRAL	OFFENSIVE	2	OFFENSIVE	
16941	22538	اتحداك بعد تشغلو يطلع ليك اعلان واحد	war_corpus	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16942	22544	ربنا يكفيك شر الساكت لو نطق	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16943	22546	الدع م الس ريع يغلق كبري المنشية في وجه المعردين السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	war_corpus	neutral_news	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16944	22550	لالا كان كدا معاك اتفق، استفزيها اكتر	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16945	22552	هيم دايرة محلول وشمس عشان يطلع من تحت جنحينها	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16946	22554	جاي راجع من السوق العربي بالمواصلات وتعبااااان قرب يقع بس من هناك لمح ليهو مزيره في الشارع نضيببيفه والازيار بتاعت المويه منديه جري علي الزير قطع ليهو كوزين باردااات قال لا هول ولا قوة إلا بالله رمدان ايه دا اللي عايز يقتل النفس التي حرم الله قتلها إلا بالحق	old_telegram	hate_political	OFFENSIVE	OFFENSIVE	NEUTRAL	2	OFFENSIVE	
16947	22555	وبعد تتصل دوس 120 تاني عشان يوديك لخدمه العملاء	war_corpus	hate_political	OFFENSIVE	NEUTRAL	NEUTRAL	2	NEUTRAL	
16948	22556	شنت ميليشيا قوات الدعم السريع المتمردة هجمات بطائرات مسيرة على مركز الاطعام في دار الارقم وفرع جامعة ام درمان الاسلامية، ما اسفر عن استشهاد اكثر من 30 مواطن بينهم نساء واطفال وكبار سن مع وجود مئات من الجرحى في الاحياء السكنية جراء الق صف العشوائي، وسط اوضاع انسانية متدهورة	war_corpus	humanitarian	NEUTRAL	HATE	NEUTRAL	2	NEUTRAL	
16949	22559	من عجائب الجنجويد سلم طائرة في حي الازهري الخرطوم	war_corpus	hate_tribal	HATE	HATE	NEUTRAL	2	HATE	
16950	22562	اي طالع لاخوه الكبير في الوجاهة	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16951	22567	لدغة عقرب oh may god لا اله الا الله انت الودااك ليها شنو	war_corpus	random_no_keyword	NEUTRAL	OFFENSIVE	OFFENSIVE	2	OFFENSIVE	
16952	22568	بتتحدث عن تجارب شكلك يا أمين	old_twitter	random_no_keyword	NEUTRAL	OFFENSIVE	NEUTRAL	2	NEUTRAL	
16953	22570	تطووف بي موتر جي ان نايمة لساتكو هوت دوغ دا موضة قديمة ياخووة	old_twitter	violence_reporting	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16954	22576	اللابات و انتهت موسم الدكوة ابتدا خلاص اشوفك ايام الامتحانات يا الجامعة	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16955	22577	ونحن اذ نملككم هذه المعلومات فاننا نحذر فلول الزواحف ومنسوبيهم في القوات النظامية بانهم مرصودون تماما وبان فتيلهم سيأتي وبأن تحركاتهم وترتيبهم في لن يتكرر وبان مطالبنا بالهيكلة الفورية لجهاز الامن الكيزاني وهيكلة بقية القوات النظامية يظل مطلبا ثوريا	old_twitter	hate_tribal	OFFENSIVE	HATE	OFFENSIVE	2	OFFENSIVE	
16956	22581	دعواتكم يدخلوني المحاضرة لانو دي اخر وحدة واتحرم	old_twitter	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
16957	22583	انتو يا جماعه خبر زين شنو	war_corpus	random_no_keyword	NEUTRAL	NEUTRAL	OFFENSIVE	2	NEUTRAL	
