text	label
عبد الواحد دا ما بتاعي والله	OFFENSIVE
ي اخبار عن اخوك؟ طمنا	NEUTRAL
احنا قروشنا كلها بنجيب بيها بضاعه و لمن نبيعها الارباح بتكون كويسه بس دي مصاريفنا العاديه دي و بنخلي منها حق الجمارك للبضاعه الجايه و حبه قروش كده للحالات الطارئه	NEUTRAL
الناطق باسم الشرطة لؤي ارزيقات مصرع مواطن 43 عاما واصابة زوجته وابناءه بحادث سير بين ثلاث مركبات في منطقة واد برقين غرب جنين	NEUTRAL
يابشه...المتظاهرين ف الشارع تعلمياتك شنو بشه: املوهم بمبان.. كتلوهم.. عفصوهم بالتاتشرات.. ارفعو البنات واحلقو شعرهم يابشه.. لكن كده بنعصي ربنا بشه: ان الله عفور رحيم.. حجه علي كم عمره وخلاص يابشه: الوفد الامريكي وصل بشه: وووب علي #تسقط_بس #مدن_السودان_تنتفض #موكب17مارس	HATE
خمن دخلوا عليه شايلين شنو و احصل على كيلو باسطة مجاناً	NEUTRAL
تصفية القائد الميداني بمليشيا الجنجويد ادريس بلة موسى المعروف ب ابو لالوبة في ظروف غامضة بمنطقة قارسيلا بوسط دارفور الطابية الاخبارية السودان	HATE
برضوا بيخشوها ي ولضمي اصبر	OFFENSIVE
انت مفتكر اننا نحتاج الجزيرة عشان نتظاهر؟؟ نحن عايزين نخرب البلد البلد بلدنا اطلعوا منها انتوا بس ووقف الإستثمار فى الجزيرة وغيرها لو سمحت	HATE
يعني في النهاية بتغسليها لكن بي نقة كتيرة ووش زعلان	OFFENSIVE
تحرير بيت الصادق المهدي كدة معناه كل ودنوباوي باذنه تعالى في يد الجيش	NEUTRAL
حريق في جزء من مبنى القصر الجمهوري (القديم)..	NEUTRAL
ﺭﻣﻴﺖَ ﻋﻴﻨﻲْ ﻳﺮﺍﻗﺺَ ﺃﻧﻴﻨﺎً ﺍﻟﻮﺗﺮْ؟” ﺍﻟﺴﻔﺮْ	NEUTRAL
تحالف قوى التغيير الجذري المذكرة المفتوحة للحرية والسلام التضامن الشعبي ضغطا على الحكومات لتجفيف مصادر تمويل المليشيات، واف تحالف قوى التغيير الجذري المذكرة المفتوحة للحرية والسلام التضامن الشعبي ضغطا على الحكومات لتجفيف مصادر تمويل المليشيات، وافقادها الشرعية المزعومة تضامن_الشعوب_الحرة اعلام التحالف ٢٦ ابريل ٢٠٢٤	NEUTRAL
أبى احمد ،أكثر القادة الافارقة تأثيرا لعام حسب تصنيف مجلة نيوافريكان.	NEUTRAL
لكن بس انا حاسة المفروض اتمهل شوية	NEUTRAL
الطراح بكورك هاا بري نص بري نص مستشفى رويال نكير بري نص	OFFENSIVE
خلاص عندك عندي واحد أو اكتر حسب ال الله بسهلا لمن الله يسهلا	OFFENSIVE
قصدي شماعة في الباب علي الهواء الطلق بلاش عفنة	OFFENSIVE
لو صحي عندك فكر او فهم ولا مستشارك راسو شغال خليه يرد	OFFENSIVE
الاسم قروبات الواتس الوظيفة تصبيح وتمسية	NEUTRAL
جيل أنا و بعدي الطوفان دا ماشي في زيادة مخيفة	NEUTRAL
امريكا قتلت وشردت الالاف في افغانستان والعراق دي ما امريكا دا بوش الكلب وداعش قتلت وشردت الالاف اصلا الاسلام دين عنف #عقلانيون	HATE
سنمارس الخرمجة على ضفاف النيل حتى يأتي اليوم الذي نمارس فيه الركمجة على شواطئ الكوبا كابانا	NEUTRAL
لو كان فيه فكر ما رماه الطير	NEUTRAL
حكموا البلاد بالظلم والبطش طيلة الثلاثين عاما الماضية فلم يصنعوا للشعب السوداني سوى الفقر والجهل والمرض والفساد. جماهير شعبنا الثوار الأحرار إن قوانين الطوارئ التي أعلنها السفاح قاتل الأبرياء من أبناء وبنات شعبنا في دارفور وجنوب كردفان والنيل الأزرق #الشارع_بس #مدن_السودان_تنتفض	OFFENSIVE
"الفالقنا بيه." الخمسة انفار البعرفهم بتوع فرنسي غيرك ماف زول بيرطنبو. الموضوع مقصود....	OFFENSIVE
على قول عادل امام في مسرحية شاهد ماشفش حاجة انا اسمي مكتوب طيييب الكدراوية كملو الاشاوذ واصبحوا مجرد اسماء تافه سوف نمحها من حياتنا ومعاها كباية قهوة ب شمالو يسوا الدنيا ب حااالو فووق الله غالب طارق محمد خالد	OFFENSIVE
معاوية عوض الله حفظ الله قادتنا وهم على الوعد بالنصر الاكيد ضد المرتزقة	NEUTRAL
.ويحاول أن يصل إليها قبل صديقه (عبده) ففي شلتهم فتاة جسدها مباح كهذه ليس عيباً أن يتشاركوها	OFFENSIVE
اسحق احمد فضل الله يكتب الجيش كرب والزغاريد تصل امدرمان السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
بعد شويةة متا دخل لي خاص	NEUTRAL
خونوك القطيع كل ما طالبت بتغيير الوطن يأسوك حتى تبيع حرياتك لما يضيع الوطن	HATE
جاك اغتال حساب الطفل المعجزة	OFFENSIVE
معروف لي ناس معينة ، عشان كدا اول شي الزول ما يقول انتماؤه معروف، لا يقول هو كوز بعد داك نشوف الحاصل شنو.	OFFENSIVE
الجيش الاثيوبي اعلن سيطرته الكاملة على جميع مقرات التابعة للدولة الاثيوبية فى منطقة اوغادين واجهاض مخطط الانفصال الذي كان يقوده عبدي عمر رئيس مليشيات ليوا بوليس.	NEUTRAL
تعريف الجنجويد في اللغة الجنجويد هم عبارة عن قوم ملاقي ط ياكلون الحرام ويق تلون النفس بغير حق ويفعلون كل ما هو حرام اصطلاحا الجنجويد هم اولاد الضيوف خليل حسن	HATE
عليكم الله يا جماعة اي زول طالع مظاهرة طالع الدكان طالع الجامع ما تخلي في تلفونك دليل ادانة عليك سواء كلام ولا ڤيديوهات ولا اي حاجة الناس البحاكموهم بالشهور بسبب الحاجة دي احرق دليلك واطلع اي مكان دايرو	OFFENSIVE
مانشستر بقى يحير الفرق الكبيرة دي عشان كدا بيطقطقها ، زمان بتوقعوا مانشستر يا اما ضاغط يا اما لاعب مرتدات ، اسي بقى فوضى بس و يسرق ليه قون	OFFENSIVE
جيل الالفينات كما يصح ان نقول	NEUTRAL
السلاح انت ما من رجاله يا وهم ويوم الذخيرة تدور كل فار بدخل جحرو ان شاء الله	OFFENSIVE
شباب الله ينصر دينكم كيف اثبت التطبيقات ع الايفون عن طريق الويندوز ياخي جربت كل الطرق وبعد ده ابت مثبت حزمة iTunes اخر اصدار ومستخدم برنامج3u tools و وقت احاول اثبت ملف ipa بديني خطا وبقول لي Idevice Unjailbroken	NEUTRAL
بدل ما تدفع مكافأة للقبض علي الشباب الثورجي الذي يطالب بحياه كريم و مستقبل أعمل علي حل الاتي ازمة الرغيف و الكاش في البنوك رفض تجار السلع من استخدام الشيك هناك سعرين سعر كاش و شيك #تسقط_بس	NEUTRAL
في تطور لافت انسحبت قوة تتبع للمليشيا المتمردة مكونة من 9 عربات قتالية من مدينة الخوي عبر الطريق الرئيسي المؤدي الى كتم، بقيادة المتمرد براق اسماعيل، احد ابناء قبيلة المحاميد وجاء هذا الانسحاب نتيجة خلافات داخلية حادة بين اسماعيل وقيادة المليشيا في المنطقة	NEUTRAL
كل سنة و انت طيب طلال	NEUTRAL
بس معذره انا م عايز اطعن في الحسانيه ولا قصدي واعتزر لكل حساني من هنا..	OFFENSIVE
قلتوا ديل كفار قلتوا ديل شاذين، دقيقة بس كدي نذكر السامعين ستة يوم -بنص البيت جماعة جوك ناطين ورونا الويل وكانوا متآمرين. #تسقط_بس	HATE
هذه دنياي مالي في الأسى ضاعت سنيني؟؟ سئمت روحي حياتي فإذا مت اذكريني #بكرة_الموكب #تسقط_بس في الأسى ضاعت سنيني	NEUTRAL
سودانيه في طيبة ملامحنا في ضحكتنا والسحنة اللهم_احفظ_السودان_واهله	NEUTRAL
نفسي مرا التنك يكون فل	OFFENSIVE
يجعل الله الهموم مقدمات لنعم مخبوءة صباح الخيير	NEUTRAL
امسك يدي ولا تفلتها مهما ارتجفنا واختلفنا امسگها بقوة في السراء والضراء ، فلا ط۶م للحياة ب۶دك لانك انت الحياة	NEUTRAL
قبل قليل نسور الجو تشن غارات جوية قوية؛ على تجمعات مليشيا الدعم الارهابية المتمردة، في جبال دريش شمال الحمره تابع	NEUTRAL
اخبار معركة الكرامة سلاح الجو السوداني يكثف ضرباته بعاصمة ولاية الجزيرة مدني معركة_الكرامة دك_حواضن_الجنجويد الخرطوم_مقبرة_الجنجويد	HATE
قيادي في تاسيس يساند اسرائيل ويسخر من ايران السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
شايفك في الميدان ي ولضم	NEUTRAL
"اهبطو" الحاجه دي اوضح من الشمس! ولكم في الارض مستفر ومتاع الا حين يعني اهبطو للأرض! يعني الجنه الكانو فيها ما بستان في الارض زي ما بيقول!	NEUTRAL
مسيرات شندي صفحتنا على الفيسبوك كل ما يخص التحويلات المالية للسودانيين في مكان واحد اشترك في قناة زوليفري الخرطوم_مقبرة_الجنجويد	HATE
ضياء الدين بلال ما اراد عبد الرحيم دقلو اخفاءه، فضحه لسانه تابعونا على الرابط قناة التلغرام _ قناة الواتساب	OFFENSIVE
سنوات من المعاناة سنوات خلف الكواليس ديريك رجع يا منطقة	NEUTRAL
تعقد لجنة إزالة التمكين ومحاربة الفساد واسترداد الأموال، اليوم الخميس أبريل، مؤتمراً صحفياً مُهمّاً الزمان السابعة والنصف مساءً المكان المركز الإعلامي بالقصر الجمهوري. تُكرّر اللجنة اعتذارها، لحصرها الدعوة على وسائل الإعلام الرسمية، نسبة للإجراءات الصحية المُتّبعة.	NEUTRAL
اللهم اجمعهم عددا واقتلهم بددا ولا تبق منهم احدا اللهم سلط عليهم البر والفاجر من عبادك ولا تمتنا حتى نشفي صدورنا منهم	HATE
متحرك اسود الدندر يعيد جميع النازحين ويعبر سنار الي الجبل بعدد ضخم من الافراد والعربات القتالية والاسلحة الثقيلة دبابات بتهدر وجاية في اسراب هجمتا في المحل بتخلي روم وخراب نصر من الله وفتح قريب	HATE
انا ما بعرف السودانيين زعاطين كدا ليه، ان شاء الله ينادوا بعض ك*م، ليه زعلانين كدا هم؟	OFFENSIVE
ما فى اصعب من الصلاة بخشوع على الشيطان و ما فى ألذ منها على المؤمن	NEUTRAL
شهد: غرامى م شفتى عبدالعزيز تبعك	OFFENSIVE
وزير الداخلية حاولت بعض الدول الدخول لقاعدة البيانات واختراقها	NEUTRAL
لقطة من مظاهرة اليوم مدينة_كفرتخاريم الغضب_لغزة لمتابعة تنسيقية مدينة كفرتخاريم Telegram WhatsApp	NEUTRAL
رئاسة المجلس التشريعي بغزة تعلن دعمها نتائج وتوصيات لجنة التحقيق الحكومية لحادثة وفاة المواطن شادي ابو قوطة في خان يونس، مؤكدة ضرورة انفاذ القانون وتطبيق كافة التوصيات والقرارات	NEUTRAL
يا اله المتعبين اجبر خواطرنا هون مصابنا وارزقنا نعمة الصبر والنسيان وامنن علينا بالفرج القريب، امين	NEUTRAL
انا:دقيقه دقيقه ده بيتك الفي الصوره ده	OFFENSIVE
واحد زيك و اتقابلنا مسلم يسحر الجمهور باغانيه الجديدة تابعنا علي تلغرام	NEUTRAL
لي كم شهر كدة مستبيح المغالطات المنطقية في اي ملف، فالمهم، دة حبتين على حبتين ملخبط بي جردل	OFFENSIVE
والشاب البرضى يسموه بيستي او يتختى في الخانة دي مك راجل	OFFENSIVE
مين بتذكر هاد التصريح اذا صار عدوان على المحرر بكبسة زر بقلب الطاولة وبقلب الموازين وبفاجا العالم وين ابو زرار	NEUTRAL
ذهب أحد الثقلاء إلى شيخ مريض, وجلس عنده مدة طويلة ثم قال له ياشيخ أوصني.. فقال له الشيخ إذا دخلت على مريض فلا تطل الجلوس عنده..	NEUTRAL
ما يقال من وراء ظهري حين يصلني افتخر كثيرا لاني بلغت من الاحترام ما يغلق افواه الاخرين في حضوري	NEUTRAL
فهم التشكيلة دي شنو لأنو م فاهمة حاجه بختو اسامي ناس زي تشكيلة فريق الكورة حسب التصنيف	NEUTRAL
خلونا نتفق انو البوره دي بتعمل في الناس عمايل	NEUTRAL
ماذا تعمل اعمل مهندس واستاذ في الجامعة ومرات كتيرة بعمل رايح	NEUTRAL
تاجيج احداث العنف والاقتتال القبلي المتكررة في شرقنا الحبيب واعتداءات المليشيات الهمجية الممنهجة في غربنا الباسل وغيرها من بقاع السودان تقع كلها ضمن تكتيكات العناصر المعادية للثورة وفلول النظام البائد، وهو ما يستدعي يقظة القوى الثورية الحية والحادبة على استكمال اهداف الثورة	HATE
سلام عليكم ادمن جديد الاسم نسيبة عمري 20 بقرا جامعة ام درمان الاسلامية المستوى الثاني من سكان بحري	NEUTRAL
سجنه مافي اي كيزان وين ناس	OFFENSIVE
تطورات جديدة بشان تاشيرة السعودية السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
تابعوا صفحة حزب المؤتمر السوداني على فيسبوك لمتابعة الاحداث مباشرة #تسقط_بس هنا لمتابعة اللايفات من مختلف انحاء السودان والعالم	NEUTRAL
ببركة الجمعة دي ربنا ينجحهم ويوفقهم كلهم	NEUTRAL
شغلوني معاكم يا ناس البنقو والمخدرات الفلس لا دين له	OFFENSIVE
كلمة نائب رئيس مجلس السيادة خلال لقائه فعاليات وقيادات ولاية النيل الابيض	NEUTRAL
ريح العوارض غربت ، فرتق ضفايرك في الرزاز	OFFENSIVE
اضرب لي ناس خدمة العملاء	OFFENSIVE
و اقلق ليه؟! ..وانا امي اللي كانت لما تدعيلي تقولي: "روح... ربنا ما يحوجك للعبد تعيش حر كما العصفور ولا يدخل ف قلبك برد علي سلامة احرار كما العصافير.. ثورة بدعوات اماتنا ثورة لأمهات الشهداء ستهدون فرحة ومن الله فردوس #موكب21مارس #تسقط_بس	NEUTRAL
جيش مصر ليه سنه غالبو يخلص على شوية إرهاب في سينا قوم امش بالله	NEUTRAL
اعمل فولو شنو يازول ما بعرفها انا	OFFENSIVE
الشايقي شوقنا ليك كتير ياخ وينك انا وإثيوبيا قلبين ضماهم غرام	NEUTRAL
يحدث الان اعمدة دخان تتصاعد غرب الابيض نتيجتا لقصف الميج لتجمعات الجنجويد حية الله نسور الجو السيادة الجوية موسى هجام	HATE
على قول الخلايجه: أقول بس	NEUTRAL
على اقتلاع الفاسدين والشموليين والمرتزقة وتوابعهم ورميهم في مزبلة التاريخ، من اجل وطن جديد اسسه الحريات والسلم الوطيد، وتحفه العدالة في توزيع السلطة والثروة والخدمات	HATE
محامون بقيادة الاستاذ على محمود حسين يتقدمون بعريضة لدى النائب العام المكلف ضد الجبهة الاسلامية القومية،التى انشطرت لاحقا لعدة تنظيمات سياسية لتدييرها انقلاب عسكرى ضد النظام الديمقراطى.	NEUTRAL
من أجل عينيكِ سعى الجميع إلى الخلود	NEUTRAL
اذا ما قطعت لسه، حتقطع بعد شوية..	NEUTRAL
أخص بالذكر رسالة عاطفية جاتني من ش.س من ولاية تكساس إنو رأيي في الموضوع ده بيهمها شديد و هي منتظرة في بروفايلي ليها يومين،بعتدز ليها..	NEUTRAL
المملكة العربية السعودية و جمهورية مصر العربية تعربان عن تعازيهما ومواساتهما لجمهورية السودان اثر حادث انهيار منجم للذهب بمنطقة هويد	NEUTRAL
المجرمين يريدون ان يجملو صورتهم امام الوفد الامريكي لانهم يخافون منهم ولو ارادو لركعو لها. كيزان منبوذين منافقين. #موكب17مارس #تسقط_بس #مدن_السودان_تنتفض	OFFENSIVE
احنا برانا بنشيل حقنا من الجنجويد الموضوع ما بقي حرب موضوعنا مع الجنجويد يا احنا يا اتو في بلد دي	HATE
الآن بداية موكب ودنوباوي عقب صلاة الجمعة #مليونية6ابريل #تسقط_بس #مدن_السودان_تنتفض	NEUTRAL
ههههههه ، أنا بيومي من يومي	NEUTRAL
المصحيك شنو لي حسي عشان بكرة ما شغال	OFFENSIVE
الجامعه قفلت طبعا 3شهور وفي كميه من الطلاب عرفوا انو كنا غلطانين وانو ظروف الناس دي كانت كعبه شديد اي لي درجه انو م اقدروا ادفعوا 101جنيه رسوم التسجيل للجامعه رحم الله شهداء الطلاب في جميع الجامعات اليوم نحنا طالعين عشانكم واعفوا لينا واغفروا لينا #موكب18مارس #تسقط_بس	NEUTRAL
.طبعا بعد ما اتاكد انه طلع مشوار بعيد	NEUTRAL
ليه بنهرب من مصيرنا و نقضي ايامنا في عذاب؟ ليه تقول لي انتهيناو نحن في عز الشباب؟ نحن في الايام بقينا قصة ما بتعرف نهاية ابتدت ريدة و محبة و اصبحت في ذاتها غاية كنت تمنحني السعادة و لي تتفجر عطايا تبكي من قلبك معايا	NEUTRAL
البرثداي يوم كم بعد يوم	NEUTRAL
انا ملك الرقاد معترف بس	OFFENSIVE
ابوعااقلة ده كيووووووت بس ما شادي حيلو اييييييو لالا كويس	OFFENSIVE
ك ارثة انسانية هجوم بطائرة مسيرة يودي بحياة 70 مريضا في مستشفى السعودي تابعنا علي تلغرام	NEUTRAL
مدنيه انتقاليه هي محور نقاشنا مقامنا في الةطن مقام حقوق سياسيه وليس ايدلوجيه علي العسكر تسليم السلطه للمدنين والاكتفاء بتوفير الامن وان عجز عن القيام بمهمته هناك الالاف الشباب الذين يستطيعون القيام بالمهمه لاجل حق الشعب في تقرير مصيره #لم_تسقط_بعد #تسقط_بس #مدن_السودان_تنتفض	HATE
الوضع صعب اي منطقة تحتاج التكاتف و العمل الجماعي تفقد الاسر المتعففه و كل حي يحتاج منا وقفة للنهوض بكل القيم الاخلاقية لرفع هذا البلاء و النصر علي الجنجويد مطابخ الاطعام عمل مبارك والله وبتكفي وناارره ما بنتطفي اقرب مطبخ تفقد الاخوان و شارك معاهم بالجهد	HATE
اي في لكن انت قاصده	OFFENSIVE
اي اي شاااايفه كدا مسسسسك زمن تقيييييل	OFFENSIVE
وذلك من أجل: المطالبة بالقصاص للشهداء تسليم السلطة فوراً للمدنيين دون شرط أو تسويف إعلام التجمع يونيو #مليونيه30يونيو	NEUTRAL
الله اكبر الله ناصرنا ولا ناصر لهم هجمة مرتدة من اسود الدروع بل جد شغل نضيف شارك قناة انصار القوات المسلحة السودانية علي التلغرام	HATE
الواحد محتاج يختفي شويه عموما يمكن يبقا كويس	NEUTRAL
سأل الصحفى بهرام عبدالمنعم :لماذا تصرون على الكذب ،فثارت ثائرتهم ولم يجيبوا على السؤال وقاموا بطرده ومن ثم إعتقاله. #ذكرى_شهداء_سبتمبر	OFFENSIVE
انا بديتو قبيل حضرت حلقه.. اتمو ول لا قالو زابط	NEUTRAL
جنوب السودان مصدر اساسي للسلاح و المرتزقة	HATE
نغم خليني الله يرضى عليك	NEUTRAL
قالت لي زهجانة من قعدة البيت دايرة لي موضوع قلت ليها تعالي اشتغلي معانا خرسانة اصلا في واحد شرد الشغل غلبو قالت لي انت واحد مستهتر وم ينفع نكمل مع بعضاقول شنو Hemony	OFFENSIVE
تمكنت قواتنا من اسقاط مسيرة استراتيجية تملكها مليشيا الجنجويد بالفاشر المسيرة لديه القدرة على حمل اربعة صواريخ موجهة استخدمت في الايام الماضية بكثافة في الفاشر اخرها تدمير المستشفى السعودي مما ادي علي استشهاد اكثر من 20 مواطن تابعونا على الرابط قناة التلغرام _ قناة الواتساب	HATE
الله اكبر المتحدث اللواء الركن الدكتور عبد القيوم احمد الحاج الدفعه 25 حيا الله الرجال النصر للقوات المسلحة	NEUTRAL
كمان انا بت ياخ ما حصل مره لاقتني وحده مذيعه لابسه حلو	NEUTRAL
ضخ المياه يعود بقوة الى ام درمان تفاصيل الخبر على الرابط اخبار_السودان السودان_الان السودان عاجل السودان_اليوم الراي_السوداني الاخبار_العاجلة تابعنا على تيلجرام	NEUTRAL
الميثاق_الثوري_لسلطة_الشعب ميثاق_تاسيس_سلطة_الشعب لاتفاوض_لاشراكة_لاشرعية 27 فبراير 2022م الموقعون 1 لجان مقاومة مدني ولاية الجزيرة 2 تنسيقية لجان المقاومة نيالا ولاية جنوب دارفور 3 اللجنة الميدانية المشتركة لاسترداد وحماية الثورة شمال كردفان	NEUTRAL
اي كتار شديد لمن الواحد احتار زاتو	OFFENSIVE
كله بل زي دا ستصرخووووون يا كلاب	OFFENSIVE
والله راحو علي نااس كتاار عشاان كدا حكسر الحنك	OFFENSIVE
المشترك رقم 29 الاسم روان احمد مسابقة قناة نكات تتحدى الملل 14k الفائز الاول 1100 SDG الفائز الثاني 700 SDG الفائز الثالث مفاجاة اضغط هنا للتصويت على المشترك	NEUTRAL
مروة السعادة لقلبك يا رب	NEUTRAL
بورتسودان ارتفاع في اسعار الخراف وندرتها تاجر تراجع الجنيه امام الدولار ادى الي ارتفاع اسعار الخراف بائع خرفان ندرة الخراف بسبب الاشتباكات في مناطق الانتاج تاجر ارتفاع اسعار الخراف بسبب ارتفاع اسعار الاعلاف والبرسيم والادوية البيطرية سلمى عبدالرحيم الميدان 4196،، الخميس 13 يونيو 2024م	NEUTRAL
هيئة العمليات تستلم حي الكوارتة اكبر معاقل الجنجويد بامدرمان القديمة هيئة العمليات بجهاز المخابرات تحرر مسجد الكوارتة من الخونه والانجاس بامدرمان	HATE
ايوة، بس الكلام القلتية و نسبتيو لتعريف المدينه في حقيقة الأمر ده كلام بختص بالعلمانية وبالتحديد تاريخ الثورة الفرنسية.	NEUTRAL
قائد قوات الكوبرا المقدم ركن سلم سعيد يقود قواته من الخطوط الامامية لاستلام ما تبقى من بحري عقب تحرير ابراج البشير والزرقاء ومدينة البراحة الطبية بحول الله وقوته ننتصر	NEUTRAL
ذاهب ليري انستغرام علي الطبيعه *يدور وفي الطريق الي العمارات طااااااط*" معناها انت لسه مااوجب عليك زاتو	NEUTRAL
الجنجويد في مصفاة الجيلي ابشركم شغالين عريد بس لا سلاح لا كاكي لا عربية كدراوية بس عيال ام باقة ما قولتو رجال	HATE
صباح الخير على عشاق الصفحة،إعجاب و شير إذا منتظر منشورات الصفحة الليلة..	NEUTRAL
داير الف لف شعري زي حقك كيف؟؟؟ او من وين رباني بتلفلف	OFFENSIVE
اللواء نصر الدين متفقدا جيشه ومبشرا بالنصر	NEUTRAL
لاقتني الحزن النبيل و معاها صورة	NEUTRAL
أنا: السلام عليكم الشيوعيين: يا والدة يا مريم	OFFENSIVE
تحويل من انتقاد لي تخوين دة غلط، ودة القايم عليه "يا معانا يا شايفنا خونة." ارجو نخليها برة الباب برضو. شخصياً رافض بعبعة "الخلاف" دي. التاريخ اثبت انه مشكلتنا -في الديموقراطية- ما الوحدة، مشكلتنا السياسيين الشغالين في فقاعاتهم الخاصة. كفانا دكتاتورية.	OFFENSIVE
اللهم أنزل عافيتك وشفائك على كل مريض ومبتلى من المسلمين يا حي يا قيوم	NEUTRAL
بيعاين ليك كأنك كافر الجاهليه المرتكب معصية	OFFENSIVE
بالله دي دولة مدنية ولا علمانية؟ الرئيس عسكري ونائبه عسكري وكل الولاة عساكر ومعتمد الخرطوم عسكري ومفاوض ملف السلام عسكري وين المدنية؟؟؟؟؟؟؟؟؟ افتكر في زمن المخلوع كانت اكثر مدنية من الان	NEUTRAL
يا جماعة في زول بعرف ينشئ حساب بايبال	NEUTRAL
الإسم الأول إنسان ، الشعب الطيب والديّا ، المهنة بناضل وبتعلم ، في الميز في مدرسة الشعب ، المدرسة فاتحة على الشارع ، والشارع فاتح في القلب #تسقط_بس	NEUTRAL
بالله انا من هتقابل المولى عز و جل افتكرته من الطرف التاني لأ اعتذار كافي و وافي نااو	NEUTRAL
شباب سلام عليكم ياخ لو في زول فيكم عندو دورة بتاعة تسويق زابطه او عارف وحده زابطه ومجانيه يديني اللينك بتاعا ياخ وشكرا مقدما	NEUTRAL
كلم اخوك ده قول لي هو انا دعامي غصبا عنك	OFFENSIVE
والحقارة بنعرفا ، لكن ما اتربينا عليها	NEUTRAL
البرهان وتبون السودان يتعرض الى مؤامرة تستهدف استقراره السودان	NEUTRAL
𓆩ꪝ𓆪¹عراقنا العشق 𝙇𝙤𝙫𝙚𝙧 𝙂𝙞𝙧𝙡 𓆩 𝐏𝐋𝐍 𓆪sokr 𝒋𝒖𝒔𝒕 𝒎𝒊𝒓𝒇𝒆𝒕 اللورد شانكس وسيط فاطمة عباس حسين ج ٕ مہٖصدر ازعہاجہ𖤍 mustafa حمودي عبدالله abdullah مؤمݪ ڪمࢪ بابلو cr mariam 𝑨𝒃𝒃𝒂𝒔 برو المجال اسوار كمال شعبه ا سہوسہكہا 𓆩ꪝ𓆪¹ mohmmed صهيب	NEUTRAL
بيان من مجلس شورى سهل_الروج	NEUTRAL
طالت عدد من العاملين المنطوين تحت راية اللجنه التسيريه لاستعاده النقابه وهم المهندس احمد عثمان صالح كشه المهندس احمد التيجاني محمد المهندس مجدي عبدالقادر عثمان	NEUTRAL
وطني أغتصب حريتي، وهجرني من بيتي القديم وشردني بين أراضي امدرمان والخرطوم	HATE
د كرار التهامي يكتب منهج الصفقة ومحادثات جنيف ماذا وراء الاكمةكيف تنعكس محادثات الاسكا على سلام السودان ؟ السودان اليوم_نيوز عاجل اليوم نيوز نافذتك على اخر الاخبار والمستجدات	NEUTRAL
هل كتلة الكوكب بتأثر في سرعة دورانه حول محوره؟ هل في معادلة بتصف الظاهرة دي؟ معلومة جانبية مساعدة: زحل طبعا ما لأنو بعيد للدين من الشمس	NEUTRAL
رفعها من مكان القزاز و ابوها جا جري شالها مرقها برا لي امهم	NEUTRAL
الناسترجع لساحه الاعتصام ما بتجيهم عوجه و في جماعه بستفزو العساكر و غالبا ديل مندسين وسطنا	HATE
تقوم مليشيات الدعم السريع بعلاج المصابين من عيال الماهرية في الامارات والهند بينما على ابناء المسيرية ان يلوكو القرض عند الاصابة نطالب بالحريه للمسيرية من عيال الماهريه يناكم انتم بالنسبة لعيال الماهرية فلنقايات ووقود حرب فقط لاغير	HATE
السعاده ليست هدف السعاده هي الوسيله	NEUTRAL
عزيزي الرجل البنت عندها حاسة بالخيانة أقوى من حاسة الشم عند الكلاب	OFFENSIVE
ماحدث اليوم في ام القري لم يحدث للجنجويد الا في المدرعات وسركاب فهمتو الحصل ولا لسة ماتستعجلو الاخبار والانتصارات وخلو ثقتكم بالله وجيشكم دا جيش قوقو ويستمر الزحف كما هو مخطط له البعدو نقطة سطر جديد	HATE
وردنا ان هنالك بعض المراسلات الغير مقبولة نرجو تبليغنا على الفور عن اي انتهاكات او اي شئ خارج عن المالوف	NEUTRAL
"انخراط في مواجهات مع الشرطة العسكرية"؟؟ مواطنيين عزل قدام عساكر شايلين سلاح دي اسمها مواجهات العن دينكم ياخ البطالة والبيانات التافهة دي حدها وين؟	OFFENSIVE
اضرب الجنيه ليتوقف القتل واطلاق الرصاص في الطرقات لتعطب البنك المركزي وتشل المنظومه الماليه والاقتصاديه هنا ستعجز عن تحمل نفقات المنظومه الامنيه قوه الشعب تكمن في الجنيه المتداول ان قمنا بتوظيفه توقف اطلاق الرصاص #نناضل_لا_نساوم #العداله_الدوليه_للمجزره #مدن_السودان_تنتفض	HATE
هسي المترجمين بقولوا شنو؟ #مفاجاة_البشير	NEUTRAL
حسابي حق الواتساب اتقفل و انا شغال بيو تمام دي بتحل كيف	NEUTRAL
أدناه بعض النشاطات السلمية التي انتظمت مختلف مناطق الوطن خلال اليوم: وقفة احتجاجية للمحامين مدينة نيالا وقفة احتجاجية مدينة الفاشر وقفة احتجاجية جبال النوبة وقفة احتجاجية لأساتذة جامعة الجزيرة #موكب19فبراير #موكب21فبراير #مدن_السودان_تنتفض	NEUTRAL
انبشكت صراخ وبكاء الجن ويدي الفاضل الجبوري علي هزائمه مليشيا الجن ويد بمعركة النهود بغرب كردفان	HATE
الابطال يسجلون التاريخ في تظاهرة الان من امام سفارة دويلة الشر الامارات بمدينة لندن تابع قناة المراسل السوداني علي الواتساب تابعنا في التلغرام	NEUTRAL
